1,view_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
2,view_any_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
3,create_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
4,update_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
5,restore_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
6,restore_any_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
7,replicate_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
8,reorder_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
9,delete_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
10,delete_any_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
11,force_delete_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
12,force_delete_any_item,web,2024-11-04 14:00:31,2024-11-04 14:00:31
13,view_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
14,view_any_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
15,create_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
16,update_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
17,restore_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
18,restore_any_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
19,replicate_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
20,reorder_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
21,delete_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
22,delete_any_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
23,force_delete_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
24,force_delete_any_laravel::route,web,2024-11-04 14:00:31,2024-11-04 14:00:31
25,view_need,web,2024-11-04 14:00:31,2024-11-04 14:00:31
26,view_any_need,web,2024-11-04 14:00:31,2024-11-04 14:00:31
27,create_need,web,2024-11-04 14:00:31,2024-11-04 14:00:31
28,update_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
29,restore_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
30,restore_any_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
31,replicate_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
32,reorder_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
33,delete_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
34,delete_any_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
35,force_delete_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
36,force_delete_any_need,web,2024-11-04 14:00:32,2024-11-04 14:00:32
37,view_role,web,2024-11-04 14:00:32,2024-11-04 14:00:32
38,view_any_role,web,2024-11-04 14:00:32,2024-11-04 14:00:32
39,create_role,web,2024-11-04 14:00:32,2024-11-04 14:00:32
40,update_role,web,2024-11-04 14:00:32,2024-11-04 14:00:32
41,delete_role,web,2024-11-04 14:00:32,2024-11-04 14:00:32
42,delete_any_role,web,2024-11-04 14:00:32,2024-11-04 14:00:32
43,view_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
44,view_any_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
45,create_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
46,update_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
47,restore_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
48,restore_any_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
49,replicate_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
50,reorder_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
51,delete_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
52,delete_any_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
53,force_delete_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
54,force_delete_any_toon,web,2024-11-04 14:00:32,2024-11-04 14:00:32
55,view_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
56,view_any_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
57,create_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
58,update_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
59,restore_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
60,restore_any_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
61,replicate_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
62,reorder_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
63,delete_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
64,delete_any_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
65,force_delete_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
66,force_delete_any_user,web,2024-11-04 14:00:32,2024-11-04 14:00:32
